"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
SHOREPOINT HEALTH PUNTA GORDA,100047,FL,READM-30-HF-HRRP,132,,1.0357,20.8312,20.1141,30,07/01/2020,06/30/2023
SHOREPOINT HEALTH PUNTA GORDA,100047,FL,READM-30-COPD-HRRP,98,,0.9648,17.5681,18.2092,15,07/01/2020,06/30/2023
SHOREPOINT HEALTH PUNTA GORDA,100047,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
SHOREPOINT HEALTH PUNTA GORDA,100047,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-PN-HRRP,262,,1.0465,18.2599,17.4493,51,07/01/2020,06/30/2023
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.1251,7.8869,7.0098,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-HF-HRRP,131,,0.9841,19.9506,20.2728,25,07/01/2020,06/30/2023
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-COPD-HRRP,68,,1.0501,19.0525,18.1439,16,07/01/2020,06/30/2023
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-AMI-HRRP,N/A,,0.9370,15.3638,16.3969,Too Few to Report,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-PN-HRRP,158,,0.9294,16.4736,17.7256,21,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-HF-HRRP,59,,0.9887,21.7418,21.9900,12,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-COPD-HRRP,55,,0.9949,20.5942,20.7000,11,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-PN-HRRP,444,,1.0387,16.3119,15.7037,75,07/01/2020,06/30/2023
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0218,4.7105,4.6098,Too Few to Report,07/01/2020,06/30/2023
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-HF-HRRP,602,,1.0277,19.9453,19.4070,122,07/01/2020,06/30/2023
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-COPD-HRRP,199,,0.9515,15.5501,16.3423,28,07/01/2020,06/30/2023
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-AMI-HRRP,235,,0.9298,12.5438,13.4909,26,07/01/2020,06/30/2023
WINTER HAVEN HOSPITAL,100052,FL,READM-30-PN-HRRP,489,,1.0814,17.9200,16.5717,93,07/01/2020,06/30/2023
WINTER HAVEN HOSPITAL,100052,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
WINTER HAVEN HOSPITAL,100052,FL,READM-30-HF-HRRP,375,,1.0390,21.1369,20.3425,82,07/01/2020,06/30/2023
WINTER HAVEN HOSPITAL,100052,FL,READM-30-COPD-HRRP,207,,0.9566,17.7463,18.5522,34,07/01/2020,06/30/2023
WINTER HAVEN HOSPITAL,100052,FL,READM-30-CABG-HRRP,158,,1.0093,11.2000,11.0966,18,07/01/2020,06/30/2023
WINTER HAVEN HOSPITAL,100052,FL,READM-30-AMI-HRRP,182,,1.0862,15.3877,14.1666,32,07/01/2020,06/30/2023
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-PN-HRRP,180,,1.1153,20.6996,18.5604,45,07/01/2020,06/30/2023
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-HF-HRRP,69,,1.0966,26.1040,23.8054,25,07/01/2020,06/30/2023
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-COPD-HRRP,N/A,,0.9943,23.9386,24.0763,Too Few to Report,07/01/2020,06/30/2023
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-AMI-HRRP,N/A,,1.0509,22.5520,21.4598,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-PN-HRRP,177,,1.1180,18.8122,16.8259,41,07/01/2020,06/30/2023
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0334,6.0421,5.8469,Too Few to Report,07/01/2020,06/30/2023
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-HF-HRRP,130,,1.1219,21.4067,19.0813,36,07/01/2020,06/30/2023
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-COPD-HRRP,64,,1.0151,18.8525,18.5726,13,07/01/2020,06/30/2023
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-PN-HRRP,230,,1.1083,17.8005,16.0610,48,07/01/2020,06/30/2023
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.2211,8.5802,7.0268,Too Few to Report,07/01/2020,06/30/2023
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-HF-HRRP,207,,1.0394,21.3677,20.5582,47,07/01/2020,06/30/2023
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-COPD-HRRP,70,,0.9816,18.7884,19.1409,12,07/01/2020,06/30/2023
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-AMI-HRRP,79,,0.9889,14.6107,14.7753,11,07/01/2020,06/30/2023
ADVENTHEALTH WATERMAN,100057,FL,READM-30-PN-HRRP,722,,0.9198,15.0432,16.3553,103,07/01/2020,06/30/2023
ADVENTHEALTH WATERMAN,100057,FL,READM-30-HIP-KNEE-HRRP,N/A,,0.9036,4.9424,5.4698,Too Few to Report,07/01/2020,06/30/2023
ADVENTHEALTH WATERMAN,100057,FL,READM-30-HF-HRRP,846,,1.0071,21.0980,20.9484,179,07/01/2020,06/30/2023
ADVENTHEALTH WATERMAN,100057,FL,READM-30-COPD-HRRP,182,,1.0025,18.0484,18.0037,33,07/01/2020,06/30/2023
ADVENTHEALTH WATERMAN,100057,FL,READM-30-CABG-HRRP,124,,1.0229,11.4907,11.2334,15,07/01/2020,06/30/2023
ADVENTHEALTH WATERMAN,100057,FL,READM-30-AMI-HRRP,321,,1.0842,14.6716,13.5316,51,07/01/2020,06/30/2023
ADVENTHEALTH OCALA,100062,FL,READM-30-PN-HRRP,604,,0.9313,15.5289,16.6740,89,07/01/2020,06/30/2023
ADVENTHEALTH OCALA,100062,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0460,5.4774,5.2366,Too Few to Report,07/01/2020,06/30/2023
ADVENTHEALTH OCALA,100062,FL,READM-30-HF-HRRP,623,,1.1475,23.2746,20.2833,155,07/01/2020,06/30/2023
ADVENTHEALTH OCALA,100062,FL,READM-30-COPD-HRRP,219,,0.9476,17.9602,18.9541,36,07/01/2020,06/30/2023
ADVENTHEALTH OCALA,100062,FL,READM-30-CABG-HRRP,88,,1.1422,12.0523,10.5519,15,07/01/2020,06/30/2023
ADVENTHEALTH OCALA,100062,FL,READM-30-AMI-HRRP,307,,0.9626,14.2798,14.8343,42,07/01/2020,06/30/2023
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-PN-HRRP,285,,1.0175,17.4781,17.1782,51,07/01/2020,06/30/2023
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-HF-HRRP,282,,1.0639,22.5135,21.1620,68,07/01/2020,06/30/2023
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-COPD-HRRP,135,,1.0347,19.8944,19.2277,29,07/01/2020,06/30/2023
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-AMI-HRRP,87,,1.0543,14.3232,13.5857,15,07/01/2020,06/30/2023
ST ANTHONYS HOSPITAL,100067,FL,READM-30-PN-HRRP,702,,1.0380,17.7232,17.0744,127,07/01/2020,06/30/2023
ST ANTHONYS HOSPITAL,100067,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST ANTHONYS HOSPITAL,100067,FL,READM-30-HF-HRRP,437,,0.9537,19.7654,20.7243,83,07/01/2020,06/30/2023
ST ANTHONYS HOSPITAL,100067,FL,READM-30-COPD-HRRP,207,,1.0062,17.6932,17.5848,37,07/01/2020,06/30/2023
ST ANTHONYS HOSPITAL,100067,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST ANTHONYS HOSPITAL,100067,FL,READM-30-AMI-HRRP,140,,0.9653,14.0838,14.5896,18,07/01/2020,06/30/2023
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-PN-HRRP,666,,0.9868,17.7061,17.9435,117,07/01/2020,06/30/2023
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0325,5.5789,5.4034,Too Few to Report,07/01/2020,06/30/2023
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-HF-HRRP,694,,0.9221,19.2717,20.9001,128,07/01/2020,06/30/2023
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-COPD-HRRP,242,,0.9362,19.0803,20.3812,42,07/01/2020,06/30/2023
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-CABG-HRRP,206,,0.9167,12.1084,13.2088,22,07/01/2020,06/30/2023
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-AMI-HRRP,314,,0.9765,15.6608,16.0370,48,07/01/2020,06/30/2023
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-PN-HRRP,131,,1.0011,15.9722,15.9540,21,07/01/2020,06/30/2023
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0656,6.3115,5.9231,Too Few to Report,07/01/2020,06/30/2023
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-HF-HRRP,126,,0.9961,20.0609,20.1394,25,07/01/2020,06/30/2023
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-COPD-HRRP,58,,1.0129,17.6365,17.4123,11,07/01/2020,06/30/2023
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-AMI-HRRP,N/A,,0.9228,12.7508,13.8176,Too Few to Report,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL BROOKSVILLE,100071,FL,READM-30-AMI-HRRP,114,,1.0848,14.1334,13.0285,20,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL BROOKSVILLE,100071,FL,READM-30-PN-HRRP,246,,0.9857,15.8440,16.0736,38,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL BROOKSVILLE,100071,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL BROOKSVILLE,100071,FL,READM-30-HF-HRRP,198,,1.0792,20.9945,19.4535,47,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL BROOKSVILLE,100071,FL,READM-30-COPD-HRRP,89,,0.9602,17.4027,18.1247,13,07/01/2020,06/30/2023
TAMPA GENERAL HOSPITAL BROOKSVILLE,100071,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-PN-HRRP,447,,0.9728,16.9791,17.4533,74,07/01/2020,06/30/2023
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-HF-HRRP,463,,1.0008,20.9384,20.9223,97,07/01/2020,06/30/2023
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-COPD-HRRP,108,,1.0079,18.9907,18.8414,21,07/01/2020,06/30/2023
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-CABG-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-AMI-HRRP,120,,1.0223,16.5907,16.2293,21,07/01/2020,06/30/2023
HOLY CROSS HOSPITAL,100073,FL,READM-30-PN-HRRP,509,,0.9722,16.4885,16.9594,82,07/01/2020,06/30/2023
HOLY CROSS HOSPITAL,100073,FL,READM-30-HIP-KNEE-HRRP,182,,0.9356,6.5252,6.9743,11,07/01/2020,06/30/2023
HOLY CROSS HOSPITAL,100073,FL,READM-30-HF-HRRP,466,,0.9841,19.9866,20.3100,92,07/01/2020,06/30/2023
HOLY CROSS HOSPITAL,100073,FL,READM-30-COPD-HRRP,159,,1.0444,17.8450,17.0866,31,07/01/2020,06/30/2023
HOLY CROSS HOSPITAL,100073,FL,READM-30-CABG-HRRP,N/A,,1.0391,10.8966,10.4867,Too Few to Report,07/01/2020,06/30/2023
HOLY CROSS HOSPITAL,100073,FL,READM-30-AMI-HRRP,247,,0.9930,13.4955,13.5901,33,07/01/2020,06/30/2023
ST JOSEPHS HOSPITAL,100075,FL,READM-30-PN-HRRP,1194,,0.9403,15.5082,16.4936,181,07/01/2020,06/30/2023
ST JOSEPHS HOSPITAL,100075,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ST JOSEPHS HOSPITAL,100075,FL,READM-30-HF-HRRP,1376,,0.9762,19.8917,20.3775,272,07/01/2020,06/30/2023
ST JOSEPHS HOSPITAL,100075,FL,READM-30-COPD-HRRP,329,,0.8934,17.3189,19.3856,50,07/01/2020,06/30/2023
ST JOSEPHS HOSPITAL,100075,FL,READM-30-CABG-HRRP,N/A,,0.8585,8.0907,9.4238,Too Few to Report,07/01/2020,06/30/2023
ST JOSEPHS HOSPITAL,100075,FL,READM-30-AMI-HRRP,423,,0.9959,14.2313,14.2899,60,07/01/2020,06/30/2023
SHOREPOINT HEALTH PORT CHARLOTTE,100077,FL,READM-30-PN-HRRP,429,,1.1050,18.9015,17.1058,88,07/01/2020,06/30/2023
SHOREPOINT HEALTH PORT CHARLOTTE,100077,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0819,4.2892,3.9645,Too Few to Report,07/01/2020,06/30/2023
SHOREPOINT HEALTH PORT CHARLOTTE,100077,FL,READM-30-HF-HRRP,379,,1.1609,23.7811,20.4855,101,07/01/2020,06/30/2023
SHOREPOINT HEALTH PORT CHARLOTTE,100077,FL,READM-30-COPD-HRRP,198,,1.0400,19.9711,19.2027,42,07/01/2020,06/30/2023
SHOREPOINT HEALTH PORT CHARLOTTE,100077,FL,READM-30-CABG-HRRP,99,,1.0175,10.5353,10.3541,11,07/01/2020,06/30/2023
SHOREPOINT HEALTH PORT CHARLOTTE,100077,FL,READM-30-AMI-HRRP,230,,1.1092,16.0424,14.4635,42,07/01/2020,06/30/2023
HCA FLORIDA JFK HOSPITAL,100080,FL,READM-30-PN-HRRP,706,,1.0265,16.8845,16.4481,121,07/01/2020,06/30/2023
HCA FLORIDA JFK HOSPITAL,100080,FL,READM-30-HIP-KNEE-HRRP,260,,1.2301,7.4043,6.0195,22,07/01/2020,06/30/2023
HCA FLORIDA JFK HOSPITAL,100080,FL,READM-30-HF-HRRP,789,,1.0673,21.4631,20.1101,174,07/01/2020,06/30/2023
HCA FLORIDA JFK HOSPITAL,100080,FL,READM-30-COPD-HRRP,148,,0.9901,17.9824,18.1624,26,07/01/2020,06/30/2023
HCA FLORIDA JFK HOSPITAL,100080,FL,READM-30-CABG-HRRP,96,,1.1400,13.1019,11.4932,17,07/01/2020,06/30/2023
HCA FLORIDA JFK HOSPITAL,100080,FL,READM-30-AMI-HRRP,305,,1.0209,14.4258,14.1301,45,07/01/2020,06/30/2023
UF HEALTH LEESBURG HOSPITAL,100084,FL,READM-30-PN-HRRP,549,,0.9949,16.4564,16.5404,90,07/01/2020,06/30/2023
UF HEALTH LEESBURG HOSPITAL,100084,FL,READM-30-HIP-KNEE-HRRP,N/A,,0.9854,4.9072,4.9802,Too Few to Report,07/01/2020,06/30/2023
UF HEALTH LEESBURG HOSPITAL,100084,FL,READM-30-HF-HRRP,752,,1.0114,20.6372,20.4043,156,07/01/2020,06/30/2023
UF HEALTH LEESBURG HOSPITAL,100084,FL,READM-30-COPD-HRRP,225,,0.9475,16.5543,17.4720,34,07/01/2020,06/30/2023
UF HEALTH LEESBURG HOSPITAL,100084,FL,READM-30-CABG-HRRP,305,,1.0682,11.7392,10.9897,38,07/01/2020,06/30/2023
UF HEALTH LEESBURG HOSPITAL,100084,FL,READM-30-AMI-HRRP,410,,1.0467,14.8250,14.1630,63,07/01/2020,06/30/2023
BROWARD HEALTH NORTH,100086,FL,READM-30-PN-HRRP,270,,1.1650,19.0432,16.3463,62,07/01/2020,06/30/2023
BROWARD HEALTH NORTH,100086,FL,READM-30-HIP-KNEE-HRRP,84,,1.3377,8.4878,6.3451,11,07/01/2020,06/30/2023
BROWARD HEALTH NORTH,100086,FL,READM-30-HF-HRRP,173,,1.2096,23.2919,19.2555,54,07/01/2020,06/30/2023
BROWARD HEALTH NORTH,100086,FL,READM-30-COPD-HRRP,80,,1.0329,17.5633,17.0045,16,07/01/2020,06/30/2023
BROWARD HEALTH NORTH,100086,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
BROWARD HEALTH NORTH,100086,FL,READM-30-AMI-HRRP,64,,1.0783,14.6226,13.5612,13,07/01/2020,06/30/2023
SARASOTA MEMORIAL HOSPITAL,100087,FL,READM-30-PN-HRRP,1637,,0.9575,15.3280,16.0086,248,07/01/2020,06/30/2023
SARASOTA MEMORIAL HOSPITAL,100087,FL,READM-30-HIP-KNEE-HRRP,1227,,0.8830,4.0416,4.5770,48,07/01/2020,06/30/2023
SARASOTA MEMORIAL HOSPITAL,100087,FL,READM-30-HF-HRRP,1908,,0.9562,19.0853,19.9601,361,07/01/2020,06/30/2023
SARASOTA MEMORIAL HOSPITAL,100087,FL,READM-30-COPD-HRRP,505,,0.9283,17.3390,18.6787,83,07/01/2020,06/30/2023
SARASOTA MEMORIAL HOSPITAL,100087,FL,READM-30-CABG-HRRP,407,,0.7881,8.2700,10.4941,26,07/01/2020,06/30/2023
SARASOTA MEMORIAL HOSPITAL,100087,FL,READM-30-AMI-HRRP,809,,1.0081,13.3023,13.1954,108,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,100088,FL,READM-30-PN-HRRP,1329,,0.9881,16.1636,16.3585,214,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,100088,FL,READM-30-HIP-KNEE-HRRP,233,,1.2120,6.6482,5.4854,18,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,100088,FL,READM-30-HF-HRRP,1335,,0.9101,17.9457,19.7187,233,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,100088,FL,READM-30-COPD-HRRP,380,,0.9882,19.1447,19.3739,72,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,100088,FL,READM-30-CABG-HRRP,289,,0.9566,10.1931,10.6554,28,07/01/2020,06/30/2023
BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,100088,FL,READM-30-AMI-HRRP,624,,1.0068,13.2490,13.1591,83,07/01/2020,06/30/2023
FLAGLER HOSPITAL,100090,FL,READM-30-PN-HRRP,619,,1.0095,16.0525,15.9018,100,07/01/2020,06/30/2023
FLAGLER HOSPITAL,100090,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0396,6.3045,6.0640,Too Few to Report,07/01/2020,06/30/2023
FLAGLER HOSPITAL,100090,FL,READM-30-HF-HRRP,556,,1.0133,20.1553,19.8905,113,07/01/2020,06/30/2023
FLAGLER HOSPITAL,100090,FL,READM-30-COPD-HRRP,232,,1.0909,20.4989,18.7914,53,07/01/2020,06/30/2023
FLAGLER HOSPITAL,100090,FL,READM-30-CABG-HRRP,N/A,,0.8873,9.4812,10.6851,Too Few to Report,07/01/2020,06/30/2023
FLAGLER HOSPITAL,100090,FL,READM-30-AMI-HRRP,247,,0.9383,12.5547,13.3798,28,07/01/2020,06/30/2023
STEWARD ROCKLEDGE HOSPITAL,100092,FL,READM-30-PN-HRRP,201,,0.9635,16.1869,16.8007,30,07/01/2020,06/30/2023
STEWARD ROCKLEDGE HOSPITAL,100092,FL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
STEWARD ROCKLEDGE HOSPITAL,100092,FL,READM-30-HF-HRRP,327,,0.9338,19.5317,20.9174,59,07/01/2020,06/30/2023
STEWARD ROCKLEDGE HOSPITAL,100092,FL,READM-30-COPD-HRRP,101,,0.9844,18.8031,19.1014,18,07/01/2020,06/30/2023
STEWARD ROCKLEDGE HOSPITAL,100092,FL,READM-30-CABG-HRRP,N/A,,0.9309,8.3829,9.0049,Too Few to Report,07/01/2020,06/30/2023
STEWARD ROCKLEDGE HOSPITAL,100092,FL,READM-30-AMI-HRRP,161,,1.1156,15.3329,13.7442,30,07/01/2020,06/30/2023
BAPTIST HOSPITAL,100093,FL,READM-30-PN-HRRP,345,,0.9496,16.3803,17.2496,53,07/01/2020,06/30/2023
BAPTIST HOSPITAL,100093,FL,READM-30-HIP-KNEE-HRRP,267,,0.9524,5.4804,5.7542,14,07/01/2020,06/30/2023
BAPTIST HOSPITAL,100093,FL,READM-30-HF-HRRP,585,,0.9767,19.7731,20.2454,114,07/01/2020,06/30/2023
BAPTIST HOSPITAL,100093,FL,READM-30-COPD-HRRP,137,,0.9152,17.8623,19.5180,19,07/01/2020,06/30/2023
BAPTIST HOSPITAL,100093,FL,READM-30-CABG-HRRP,139,,1.0590,11.5755,10.9304,18,07/01/2020,06/30/2023
BAPTIST HOSPITAL,100093,FL,READM-30-AMI-HRRP,316,,0.9764,12.6982,13.0051,39,07/01/2020,06/30/2023
ADVENTHEALTH LAKE WALES,100099,FL,READM-30-PN-HRRP,101,,1.0180,15.6469,15.3706,17,07/01/2020,06/30/2023
ADVENTHEALTH LAKE WALES,100099,FL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ADVENTHEALTH LAKE WALES,100099,FL,READM-30-HF-HRRP,105,,1.0652,20.4883,19.2337,26,07/01/2020,06/30/2023
ADVENTHEALTH LAKE WALES,100099,FL,READM-30-COPD-HRRP,60,,1.0228,16.1045,15.7459,11,07/01/2020,06/30/2023
ADVENTHEALTH LAKE WALES,100099,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ADVENTHEALTH LAKE WALES,100099,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,100105,FL,READM-30-PN-HRRP,632,,0.9254,14.5855,15.7621,87,07/01/2020,06/30/2023
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,100105,FL,READM-30-HIP-KNEE-HRRP,N/A,,1.0959,6.2506,5.7038,Too Few to Report,07/01/2020,06/30/2023
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,100105,FL,READM-30-HF-HRRP,974,,0.9317,17.5442,18.8301,166,07/01/2020,06/30/2023
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,100105,FL,READM-30-COPD-HRRP,251,,0.9662,17.1658,17.7671,41,07/01/2020,06/30/2023
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,100105,FL,READM-30-CABG-HRRP,N/A,,0.8576,8.2291,9.5957,Too Few to Report,07/01/2020,06/30/2023
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,100105,FL,READM-30-AMI-HRRP,347,,0.9686,12.5382,12.9441,42,07/01/2020,06/30/2023
LEHIGH REGIONAL MEDICAL CENTER,100107,FL,READM-30-PN-HRRP,98,,1.0276,16.4947,16.0521,18,07/01/2020,06/30/2023
LEHIGH REGIONAL MEDICAL CENTER,100107,FL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
LEHIGH REGIONAL MEDICAL CENTER,100107,FL,READM-30-HF-HRRP,N/A,,0.9831,21.3340,21.7010,Too Few to Report,07/01/2020,06/30/2023
LEHIGH REGIONAL MEDICAL CENTER,100107,FL,READM-30-COPD-HRRP,35,,1.0814,20.2474,18.7241,12,07/01/2020,06/30/2023
LEHIGH REGIONAL MEDICAL CENTER,100107,FL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
LEHIGH REGIONAL MEDICAL CENTER,100107,FL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
ADVENTHEALTH SEBRING,100109,FL,READM-30-PN-HRRP,607,,0.9650,17.0414,17.6587,101,07/01/2020,06/30/2023
ADVENTHEALTH SEBRING,100109,FL,READM-30-HIP-KNEE-HRRP,N/A,,0.9780,5.1396,5.2550,Too Few to Report,07/01/2020,06/30/2023
